Column1,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
FDA39,6.32,Low Fat,0.0,Meat,40.28,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.18,21
FDY24,4.88,Regular,0.13,Baking Goods,52.93,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4,26
FDC60,5.425,Regular,0.12,Baking Goods,88.35,OUT017,2007,Medium,Tier 2,Supermarket Type1,1416.82,18
FDH28,15.85,Regular,0.11,Frozen Foods,37.25,OUT046,1997,Small,Tier 1,Supermarket Type1,265.65,28
FDT25,7.5,Low Fat,0.05,Canned,121.71,OUT017,2007,Medium,Tier 2,Supermarket Type1,3552.71,18
DRJ13,12.65,Low Fat,0.06,Soft Drinks,161.56,OUT013,1987,High,Tier 3,Supermarket Type1,2406.87,38
NCO07,12.857645184135976,Low Fat,0.02,Others,211.96,OUT019,1985,Small,Tier 1,Grocery Store,213.06,40
FDW20,20.75,Low Fat,0.02,Fruits and Vegetables,124.17,OUT013,1987,High,Tier 3,Supermarket Type1,2956.15,38
DRF27,12.857645184135976,Low Fat,0.05,Dairy,152.13,OUT019,1985,Small,Tier 1,Grocery Store,153.13,40
FDS49,9.0,Low Fat,0.0,Canned,79.76,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.85,21
FDX25,12.857645184135976,Low Fat,0.1,Canned,181.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.3,40
NCX42,12.857645184135976,Low Fat,0.01,Household,165.65,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.13,40
FDG33,12.857645184135976,Regular,0.14,Seafood,170.48,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.53,40
FDL56,14.1,Low Fat,0.13,Fruits and Vegetables,86.42,OUT045,2002,Medium,Tier 2,Supermarket Type1,1133.86,23
FDF14,7.55,Low Fat,0.03,Canned,152.33,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.28,21
NCD06,13.0,Low Fat,0.1,Household,45.41,OUT046,1997,Small,Tier 1,Supermarket Type1,605.88,28
DRM47,12.857645184135976,Low Fat,0.04,Hard Drinks,192.88,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.02,40
FDS46,12.857645184135976,Regular,0.08,Snack Foods,118.78,OUT019,1985,Small,Tier 1,Grocery Store,119.18,40
FDB35,12.3,Regular,0.06,Starchy Foods,92.98,OUT013,1987,High,Tier 3,Supermarket Type1,1929.49,38
FDX21,12.857645184135976,Low Fat,0.08,Snack Foods,109.89,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.63,40
NCU05,12.857645184135976,Low Fat,0.06,Health and Hygiene,79.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.69,40
NCR38,17.25,Low Fat,0.11,Household,251.37,OUT045,2002,Medium,Tier 2,Supermarket Type1,6795.15,23
NCR18,15.85,Low Fat,0.02,Household,42.71,OUT017,2007,Medium,Tier 2,Supermarket Type1,639.17,18
NCU41,18.85,Low Fat,0.05,Health and Hygiene,192.18,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.44,21
FDY56,16.35,Regular,0.06,Fruits and Vegetables,227.61,OUT017,2007,Medium,Tier 2,Supermarket Type1,7222.6,18
DRJ51,14.1,Low Fat,0.09,Dairy,229.07,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.14,21
FDK21,7.905,Low Fat,0.01,Snack Foods,249.04,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.11,21
FDY25,12.0,Low Fat,0.03,Canned,179.4,OUT013,1987,High,Tier 3,Supermarket Type1,3440.85,38
FDU44,12.15,Regular,0.06,Fruits and Vegetables,163.46,OUT035,2004,Small,Tier 2,Supermarket Type1,974.73,21
FDL43,10.1,Low Fat,0.03,Meat,75.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.97,26
FDF05,17.5,Low Fat,0.03,Frozen Foods,262.49,OUT017,2007,Medium,Tier 2,Supermarket Type1,5259.82,18
DRF15,12.857645184135976,Low Fat,0.06,Dairy,152.03,OUT019,1985,Small,Tier 1,Grocery Store,306.27,40
FDL20,17.1,Low Fat,0.13,Fruits and Vegetables,112.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.02,16
FDV32,7.785,Low Fat,0.09,Fruits and Vegetables,61.45,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.01,26
FDJ34,11.8,Regular,0.09,Snack Foods,125.97,OUT013,1987,High,Tier 3,Supermarket Type1,1877.56,38
FDG08,13.15,Regular,0.17,Fruits and Vegetables,171.88,OUT045,2002,Medium,Tier 2,Supermarket Type1,3779.08,23
FDQ04,12.857645184135976,Low Fat,0.15,Frozen Foods,41.58,OUT019,1985,Small,Tier 1,Grocery Store,41.28,40
FDW13,8.5,Low Fat,0.1,Canned,51.13,OUT017,2007,Medium,Tier 2,Supermarket Type1,259.66,18
NCI17,8.645,Low Fat,0.14,Health and Hygiene,96.34,OUT013,1987,High,Tier 3,Supermarket Type1,193.08,38
FDY03,17.6,Regular,0.08,Meat,110.92,OUT045,2002,Medium,Tier 2,Supermarket Type1,1687.8,23
FDS12,9.1,Low Fat,0.18,Baking Goods,127.54,OUT017,2007,Medium,Tier 2,Supermarket Type1,4655.94,18
FDJ55,12.8,Regular,0.02,Meat,225.94,OUT013,1987,High,Tier 3,Supermarket Type1,4950.89,38
DRK01,7.63,Low Fat,0.06,Soft Drinks,95.44,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.15,21
FDG28,9.285,Regular,0.05,Frozen Foods,246.41,OUT017,2007,Medium,Tier 2,Supermarket Type1,1225.07,18
FDY38,13.6,Regular,0.12,Dairy,231.03,OUT045,2002,Medium,Tier 2,Supermarket Type1,5359.69,23
FDN01,8.895,Low Fat,0.07,Breakfast,176.24,OUT045,2002,Medium,Tier 2,Supermarket Type1,1764.37,23
NCR54,16.35,Low Fat,0.09,Household,195.21,OUT013,1987,High,Tier 3,Supermarket Type1,2553.34,38
FDG29,17.6,Low Fat,0.06,Frozen Foods,43.35,OUT013,1987,High,Tier 3,Supermarket Type1,1006.69,38
FDG24,7.975,Low Fat,0.01,Baking Goods,85.22,OUT013,1987,High,Tier 3,Supermarket Type1,1081.92,38
FDG59,15.85,Low Fat,0.04,Starchy Foods,36.72,OUT017,2007,Medium,Tier 2,Supermarket Type1,308.93,18
FDM28,15.7,Low Fat,0.05,Frozen Foods,178.67,OUT013,1987,High,Tier 3,Supermarket Type1,2516.72,38
FDW04,8.985,Regular,0.06,Frozen Foods,128.83,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.14,28
FDS26,20.35,Low Fat,0.09,Dairy,260.16,OUT013,1987,High,Tier 3,Supermarket Type1,2093.28,38
FDQ56,6.59,Low Fat,0.11,Fruits and Vegetables,85.69,OUT013,1987,High,Tier 3,Supermarket Type1,1929.49,38
FDK51,19.85,Low Fat,0.01,Dairy,264.09,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.74,21
FDL22,16.85,Low Fat,0.04,Snack Foods,91.45,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.62,28
FDH19,12.857645184135976,Low Fat,0.03,Meat,173.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.5,40
FDY55,16.75,Low Fat,0.08,Fruits and Vegetables,256.5,OUT013,1987,High,Tier 3,Supermarket Type1,7452.97,38
FDY03,17.6,Regular,0.08,Meat,110.52,OUT017,2007,Medium,Tier 2,Supermarket Type1,450.08,18
FDK21,7.905,Low Fat,0.02,Snack Foods,250.44,OUT010,1998,Medium,Tier 3,Grocery Store,500.68,27
FDZ10,12.857645184135976,Low Fat,0.04,Snack Foods,126.2,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.56,40
FDZ32,7.785,Regular,0.04,Fruits and Vegetables,103.2,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.37,16
NCZ18,7.825,Low Fat,0.19,Household,253.07,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.08,21
NCF07,12.857645184135976,Low Fat,0.03,Household,101.0,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.23,40
DRE49,20.75,Low Fat,0.02,Soft Drinks,153.0,OUT017,2007,Medium,Tier 2,Supermarket Type1,2277.04,18
FDJ08,12.857645184135976,Low Fat,0.19,Fruits and Vegetables,190.38,OUT019,1985,Small,Tier 1,Grocery Store,573.25,40
FDT39,6.26,Regular,0.01,Meat,151.14,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.05,21
FDE08,18.2,Low Fat,0.08,Fruits and Vegetables,147.37,OUT010,1998,Medium,Tier 3,Grocery Store,296.95,27
NCD06,13.0,Low Fat,0.1,Household,46.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.27,16
FDB57,20.25,Regular,0.02,Fruits and Vegetables,222.18,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43,21
NCT54,8.695,Low Fat,0.12,Household,95.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.72,26
DRF49,7.27,Low Fat,0.07,Soft Drinks,113.55,OUT045,2002,Medium,Tier 2,Supermarket Type1,569.26,23
FDM25,12.857645184135976,Regular,0.06,Breakfast,174.07,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.97,40
FDF20,12.85,Low Fat,0.03,Fruits and Vegetables,198.48,OUT045,2002,Medium,Tier 2,Supermarket Type1,1379.54,23
FDH27,7.075,Low Fat,0.06,Dairy,142.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.57,16
FDV60,12.857645184135976,Regular,0.12,Baking Goods,196.21,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.51,40
FDY59,8.195,Low Fat,0.03,Baking Goods,94.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.46,26
FDK36,7.09,Low Fat,0.01,Baking Goods,47.9,OUT035,2004,Small,Tier 2,Supermarket Type1,583.24,21
NCM31,6.095,Low Fat,0.08,Others,141.42,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.15,28
FDE33,19.35,Regular,0.05,Fruits and Vegetables,80.26,OUT017,2007,Medium,Tier 2,Supermarket Type1,942.77,18
FDU36,6.15,Low Fat,0.05,Baking Goods,99.34,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.92,28
FDV13,12.857645184135976,Regular,0.03,Canned,87.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.77,40
FDV20,12.857645184135976,Regular,0.1,Fruits and Vegetables,125.27,OUT019,1985,Small,Tier 1,Grocery Store,254.34,40
NCQ54,17.7,Low Fat,0.01,Household,167.05,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.66,21
FDO23,17.85,Low Fat,0.15,Breads,93.74,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.52,16
DRE60,9.395,Low Fat,0.16,Soft Drinks,224.97,OUT045,2002,Medium,Tier 2,Supermarket Type1,7696.65,23
DRP47,15.75,Low Fat,0.14,Hard Drinks,250.54,OUT017,2007,Medium,Tier 2,Supermarket Type1,2775.72,18
FDB21,7.475,Low Fat,0.15,Fruits and Vegetables,241.29,OUT045,2002,Medium,Tier 2,Supermarket Type1,5317.08,23
FDR04,7.075,Low Fat,0.0,Frozen Foods,98.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.86,16
FDX23,6.445,Low Fat,0.03,Baking Goods,92.64,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.98,28
FDX19,19.1,Low Fat,0.1,Fruits and Vegetables,235.1,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.05,21
FDD40,20.25,Regular,0.01,Dairy,193.62,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.32,21
FDA01,15.0,Regular,0.05,Canned,59.19,OUT046,1997,Small,Tier 1,Supermarket Type1,527.31,28
FDS33,6.67,Regular,0.12,Snack Foods,89.15,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.89,28
FDM50,12.857645184135976,Regular,0.03,Canned,60.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.82,40
FDB29,16.7,Regular,0.05,Frozen Foods,112.72,OUT013,1987,High,Tier 3,Supermarket Type1,801.62,38
FDF46,7.07,Low Fat,0.09,Snack Foods,115.58,OUT045,2002,Medium,Tier 2,Supermarket Type1,1267.02,23
FDA33,6.48,Low Fat,0.03,Snack Foods,148.01,OUT045,2002,Medium,Tier 2,Supermarket Type1,886.85,23
FDC08,19.0,Regular,0.17,Fruits and Vegetables,228.27,OUT010,1998,Medium,Tier 3,Grocery Store,452.74,27
FDB53,13.35,Low Fat,0.14,Frozen Foods,147.54,OUT045,2002,Medium,Tier 2,Supermarket Type1,3877.62,23
FDY31,12.857645184135976,Low Fat,0.04,Fruits and Vegetables,146.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.25,40
DRQ35,12.857645184135976,Low Fat,0.04,Hard Drinks,122.44,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.91,40
FDX36,9.695,Regular,0.13,Baking Goods,223.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.89,26
DRD13,15.0,Low Fat,0.05,Soft Drinks,62.62,OUT017,2007,Medium,Tier 2,Supermarket Type1,958.75,18
FDC52,11.15,Regular,0.01,Dairy,149.97,OUT017,2007,Medium,Tier 2,Supermarket Type1,1956.12,18
FDB45,20.85,Low Fat,0.02,Fruits and Vegetables,103.23,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2,26
NCK19,9.8,Low Fat,0.15,Others,194.35,OUT010,1998,Medium,Tier 3,Grocery Store,387.5,27
FDV51,16.35,Low Fat,0.03,Meat,165.08,OUT013,1987,High,Tier 3,Supermarket Type1,994.71,38
FDZ35,9.6,Regular,0.02,Breads,101.3,OUT045,2002,Medium,Tier 2,Supermarket Type1,1754.38,23
NCW17,12.857645184135976,Low Fat,0.02,Health and Hygiene,130.0,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.98,40
FDV59,13.35,Low Fat,0.05,Breads,216.72,OUT045,2002,Medium,Tier 2,Supermarket Type1,3918.9,23
DRH39,20.7,Low Fat,0.09,Dairy,76.37,OUT013,1987,High,Tier 3,Supermarket Type1,306.27,38
FDN60,12.857645184135976,Low Fat,0.09,Baking Goods,158.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.43,40
FDU55,16.2,Low Fat,0.04,Fruits and Vegetables,260.63,OUT045,2002,Medium,Tier 2,Supermarket Type1,4425.57,23
FDN58,12.857645184135976,Regular,0.06,Snack Foods,231.0,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.94,40
FDC41,12.857645184135976,Low Fat,0.2,Frozen Foods,76.87,OUT019,1985,Small,Tier 1,Grocery Store,229.7,40
FDO01,12.857645184135976,Regular,0.02,Breakfast,129.4,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.99,40
NCO43,5.5,Low Fat,0.05,Others,101.3,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.65,28
FDQ07,15.1,Regular,0.09,Fruits and Vegetables,221.75,OUT045,2002,Medium,Tier 2,Supermarket Type1,6410.32,23
FDF28,15.7,Regular,0.04,Frozen Foods,122.9,OUT017,2007,Medium,Tier 2,Supermarket Type1,1992.07,18
FDM01,7.895,Regular,0.1,Breakfast,104.43,OUT017,2007,Medium,Tier 2,Supermarket Type1,2870.93,18
FDY49,12.857645184135976,Regular,0.01,Canned,164.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.01,40
FDR24,17.35,Regular,0.06,Baking Goods,88.18,OUT013,1987,High,Tier 3,Supermarket Type1,539.3,38
NCY18,7.285,Low Fat,0.03,Household,174.31,OUT013,1987,High,Tier 3,Supermarket Type1,4377.64,38
NCY30,20.25,Low Fat,0.03,Household,181.0,OUT045,2002,Medium,Tier 2,Supermarket Type1,2716.46,23
FDJ22,12.857645184135976,Low Fat,0.09,Snack Foods,190.95,OUT019,1985,Small,Tier 1,Grocery Store,383.5,40
DRI37,15.85,Low Fat,0.11,Soft Drinks,59.59,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.08,26
FDL27,6.17,Low Fat,0.01,Meat,66.38,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.48,26
NCO30,19.5,Low Fat,0.02,Household,182.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.69,26
NCB07,19.2,Low Fat,0.08,Household,197.61,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.58,26
FDX25,16.7,Low Fat,0.0,Canned,181.23,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.01,16
FDP59,20.85,Regular,0.06,Breads,104.06,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.57,16
FDR59,14.5,Regular,0.06,Breads,260.46,OUT045,2002,Medium,Tier 2,Supermarket Type1,5494.85,23
FDT27,11.395,Regular,0.07,Meat,233.16,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4,38
DRI01,7.97,Low Fat,0.03,Soft Drinks,174.04,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.63,28
FDU09,7.71,Regular,0.07,Snack Foods,55.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.7,26
FDH26,19.25,Regular,0.03,Canned,141.75,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.34,28
FDH27,7.075,Low Fat,0.06,Dairy,142.21,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.88,28
FDN39,12.857645184135976,Regular,0.07,Meat,166.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.45,40
FDH40,11.6,Regular,0.08,Frozen Foods,79.93,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.19,28
FDJ56,12.857645184135976,Low Fat,0.18,Fruits and Vegetables,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.49,40
DRN47,12.1,Low Fat,0.02,Hard Drinks,178.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83,16
NCO17,10.0,Low Fat,0.07,Health and Hygiene,118.24,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.41,28
FDX60,14.35,Low Fat,0.08,Baking Goods,81.9,OUT045,2002,Medium,Tier 2,Supermarket Type1,878.86,23
FDT22,10.395,Low Fat,0.11,Snack Foods,58.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.14,26
FDX26,12.857645184135976,Low Fat,0.15,Dairy,182.63,OUT019,1985,Small,Tier 1,Grocery Store,182.43,40
FDG45,8.1,Low Fat,0.13,Fruits and Vegetables,211.49,OUT013,1987,High,Tier 3,Supermarket Type1,3610.63,38
FDD44,8.05,Regular,0.08,Fruits and Vegetables,256.46,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.29,21
FDS15,9.195,Regular,0.08,Meat,108.76,OUT017,2007,Medium,Tier 2,Supermarket Type1,2588.63,18
FDL51,20.7,Regular,0.05,Dairy,212.59,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.33,16
FDL32,15.7,Regular,0.12,Fruits and Vegetables,110.15,OUT017,2007,Medium,Tier 2,Supermarket Type1,1230.4,18
FDZ07,12.857645184135976,Regular,0.0,Fruits and Vegetables,60.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.74,40
NCW53,12.857645184135976,Low Fat,0.05,Health and Hygiene,193.82,OUT019,1985,Small,Tier 1,Grocery Store,384.83,40
NCA54,16.5,Low Fat,0.04,Household,180.03,OUT045,2002,Medium,Tier 2,Supermarket Type1,3969.5,23
FDX09,9.0,Low Fat,0.07,Snack Foods,176.44,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.23,21
FDO51,6.785,Regular,0.04,Meat,41.21,OUT013,1987,High,Tier 3,Supermarket Type1,809.61,38
FDW49,19.5,Low Fat,0.08,Canned,178.6,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.7,16
FDB27,7.575,Low Fat,0.06,Dairy,195.28,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.23,28
FDF45,18.2,Regular,0.01,Fruits and Vegetables,57.79,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76,38
FDV02,16.75,Low Fat,0.06,Dairy,169.81,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1,38
FDY28,7.47,Regular,0.0,Frozen Foods,214.32,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.44,21
FDX31,12.857645184135976,Regular,0.01,Fruits and Vegetables,231.8,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.0,40
FDR43,12.857645184135976,Low Fat,0.16,Fruits and Vegetables,38.02,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318.28,40
FDP51,13.85,Regular,0.09,Meat,119.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.74,16
FDL52,6.635,Regular,0.05,Frozen Foods,37.45,OUT017,2007,Medium,Tier 2,Supermarket Type1,1176.47,18
FDR44,6.11,Regular,0.1,Fruits and Vegetables,130.5,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.41,28
FDB34,15.25,Low Fat,0.03,Snack Foods,86.22,OUT035,2004,Small,Tier 2,Supermarket Type1,610.54,21
FDC50,15.85,Low Fat,0.0,Canned,96.41,OUT035,2004,Small,Tier 2,Supermarket Type1,1237.72,21
FDT57,15.2,Low Fat,0.03,Snack Foods,235.12,OUT010,1998,Medium,Tier 3,Grocery Store,474.05,27
FDP22,12.857645184135976,Regular,0.0,Snack Foods,52.67,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.73,40
DRE49,20.75,Low Fat,0.02,Soft Drinks,150.5,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.64,28
FDM40,10.195,Low Fat,0.16,Frozen Foods,143.22,OUT046,1997,Small,Tier 1,Supermarket Type1,2552.68,28
FDY32,7.605,Low Fat,0.13,Fruits and Vegetables,164.02,OUT045,2002,Medium,Tier 2,Supermarket Type1,3914.9,23
FDW07,18.0,Regular,0.14,Fruits and Vegetables,88.55,OUT046,1997,Small,Tier 1,Supermarket Type1,796.96,28
FDU02,12.857645184135976,Low Fat,0.18,Dairy,228.94,OUT019,1985,Small,Tier 1,Grocery Store,916.14,40
NCF18,18.35,Low Fat,0.09,Household,191.35,OUT045,2002,Medium,Tier 2,Supermarket Type1,3259.76,23
FDQ56,6.59,Low Fat,0.11,Fruits and Vegetables,84.89,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.82,26
FDN58,13.8,Regular,0.06,Snack Foods,230.1,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.17,26
FDG35,21.2,Regular,0.01,Starchy Foods,173.57,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.15,28
FDY34,10.5,Regular,0.01,Snack Foods,166.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652.55,16
NCE19,8.97,Low Fat,0.09,Household,52.8,OUT045,2002,Medium,Tier 2,Supermarket Type1,1037.32,23
NCK31,12.857645184135976,Low Fat,0.03,Others,50.97,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.73,40
NCJ29,10.6,Low Fat,0.04,Health and Hygiene,86.12,OUT045,2002,Medium,Tier 2,Supermarket Type1,426.11,23
FDT59,13.65,Low Fat,0.02,Breads,231.17,OUT035,2004,Small,Tier 2,Supermarket Type1,6911.0,21
NCX41,19.0,Low Fat,0.02,Health and Hygiene,211.02,OUT046,1997,Small,Tier 1,Supermarket Type1,3811.04,28
FDU45,12.857645184135976,Regular,0.04,Snack Foods,115.35,OUT027,1985,Medium,Tier 3,Supermarket Type3,2277.04,40
FDW24,12.857645184135976,Low Fat,0.07,Baking Goods,48.9,OUT019,1985,Small,Tier 1,Grocery Store,48.6,40
FDF22,6.865,Low Fat,0.06,Snack Foods,212.82,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770.49,26
FDM60,10.8,Regular,0.05,Baking Goods,40.21,OUT046,1997,Small,Tier 1,Supermarket Type1,690.43,28
FDR02,16.7,Low Fat,0.02,Dairy,110.29,OUT013,1987,High,Tier 3,Supermarket Type1,1890.21,38
DRP35,12.857645184135976,Low Fat,0.09,Hard Drinks,126.23,OUT027,1985,Medium,Tier 3,Supermarket Type3,3195.84,40
FDS48,15.15,Low Fat,0.03,Baking Goods,150.17,OUT046,1997,Small,Tier 1,Supermarket Type1,1504.71,28
NCZ42,10.5,Low Fat,0.0,Household,238.32,OUT010,1998,Medium,Tier 3,Grocery Store,711.07,27
FDZ38,17.6,Low Fat,0.01,Dairy,174.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,4311.06,16
FDH19,19.35,Low Fat,0.03,Meat,175.47,OUT046,1997,Small,Tier 1,Supermarket Type1,521.32,28
NCB55,15.7,Low Fat,0.16,Household,59.46,OUT046,1997,Small,Tier 1,Supermarket Type1,829.59,28
FDC15,18.1,Low Fat,0.18,Dairy,155.53,OUT017,2007,Medium,Tier 2,Supermarket Type1,1571.29,18
FDF11,10.195,Regular,0.02,Starchy Foods,239.65,OUT035,2004,Small,Tier 2,Supermarket Type1,2403.54,21
FDW35,12.857645184135976,Low Fat,0.02,Breads,41.65,OUT019,1985,Small,Tier 1,Grocery Store,83.89,40
FDB44,6.655,Low Fat,0.02,Fruits and Vegetables,211.06,OUT045,2002,Medium,Tier 2,Supermarket Type1,844.23,23
NCC06,19.0,Low Fat,0.03,Household,127.33,OUT017,2007,Medium,Tier 2,Supermarket Type1,2940.17,18
FDR04,7.075,Low Fat,0.04,Frozen Foods,98.01,OUT010,1998,Medium,Tier 3,Grocery Store,291.62,27
FDB17,13.15,Low Fat,0.04,Frozen Foods,181.3,OUT045,2002,Medium,Tier 2,Supermarket Type1,3259.76,23
FDW43,20.1,Regular,0.02,Fruits and Vegetables,226.8,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415.55,26
FDA27,20.35,Regular,0.0,Dairy,256.77,OUT018,2009,Medium,Tier 3,Supermarket Type2,5624.68,16
NCU41,18.85,Low Fat,0.05,Health and Hygiene,190.18,OUT049,1999,Medium,Tier 1,Supermarket Type1,6687.96,26
FDY56,16.35,Regular,0.06,Fruits and Vegetables,227.11,OUT049,1999,Medium,Tier 1,Supermarket Type1,5642.66,26
FDV39,11.3,Low Fat,0.01,Meat,196.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,4943.56,16
FDN32,17.5,Low Fat,0.02,Fruits and Vegetables,182.63,OUT018,2009,Medium,Tier 3,Supermarket Type2,3135.25,16
FDW07,18.0,Regular,0.14,Fruits and Vegetables,87.45,OUT045,2002,Medium,Tier 2,Supermarket Type1,796.96,23
FDZ27,7.935,Low Fat,0.02,Dairy,51.54,OUT045,2002,Medium,Tier 2,Supermarket Type1,848.9,23
FDW23,12.857645184135976,Low Fat,0.14,Baking Goods,37.32,OUT019,1985,Small,Tier 1,Grocery Store,38.62,40
FDU01,20.25,Regular,0.01,Canned,184.59,OUT046,1997,Small,Tier 1,Supermarket Type1,4997.49,28
FDF10,15.5,Regular,0.16,Snack Foods,149.14,OUT049,1999,Medium,Tier 1,Supermarket Type1,588.57,26
DRH03,12.857645184135976,Low Fat,0.06,Dairy,91.81,OUT019,1985,Small,Tier 1,Grocery Store,372.85,40
FDW27,12.857645184135976,Regular,0.26,Meat,155.73,OUT019,1985,Small,Tier 1,Grocery Store,155.13,40
DRI13,15.35,Low Fat,0.02,Soft Drinks,218.05,OUT013,1987,High,Tier 3,Supermarket Type1,3038.71,38
NCR05,10.1,Low Fat,0.05,Health and Hygiene,200.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1587.27,28
FDB29,16.7,Regular,0.05,Frozen Foods,115.42,OUT045,2002,Medium,Tier 2,Supermarket Type1,687.11,23
FDL51,20.7,Regular,0.05,Dairy,213.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,1929.49,26
